element_type,osmid,source,geometry,addr:housenumber,addr:street,fixme,wheelchair,addr:city,name,opening_hours,tourism,building,nodes,building:levels,building:material,addr:postcode,description,roof:shape,amenity,addr2:housenumber,addr2:street,phone,generator:method,addr:country,addr:district,addr:region,note,name:en,shop,name:ru,religion,website,administrative,office,layer,man_made,addr:place,roof:levels,power,bench,shelter,healthcare,addr:full,alt_name,brand,brand:en,brand:wikidata,brand:wikipedia,contact:email,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:vk,contact:website,operator,ref,service,ways,type
way,95147054,BING,"POLYGON ((34.4256221 62.9110019, 34.4255378 62.9108973, 34.425354 62.9109281, 34.4254383 62.9110326, 34.4256221 62.9110019))",9Б,улица Гоголя,,,Медвежьегорск,,,,yes,"[1103735585, 1103735662, 1103734653, 1103733292, 1103735585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147055,BING,"POLYGON ((34.4303422 62.9115255, 34.4303005 62.9114616, 34.4300454 62.9114961, 34.4300871 62.91156, 34.4303422 62.9115255))",,,,,,,,,yes,"[1103734235, 1103734948, 1103733653, 1103735332, 1103734235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147056,BING,"POLYGON ((34.4344094 62.9058685, 34.4343305 62.9058961, 34.4344252 62.9059522, 34.4345041 62.9059246, 34.4344094 62.9058685))",,,,,,,,,yes,"[1103733859, 1103734701, 1103733375, 1103735029, 1103733859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147057,BING,"POLYGON ((34.4267979 62.9106083, 34.4270005 62.9105808, 34.4269493 62.9105026, 34.4267467 62.9105302, 34.4267979 62.9106083))",4,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103735599, 1103734063, 1103735192, 1103733524, 1103735599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147058,BING,"POLYGON ((34.4354545 62.9046403, 34.4353657 62.9046872, 34.4355741 62.9047692, 34.4356629 62.9047223, 34.4354545 62.9046403))",46,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103733255, 1103733389, 1103735043, 1103734613, 1103733255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147059,BING,"POLYGON ((34.42536 62.9072252, 34.4250911 62.9072813, 34.4256289 62.9078161, 34.4258978 62.90776, 34.42536 62.9072252))",27,Первомайская улица,,,Медвежьегорск,,,,yes,"[1103733838, 1103735230, 1103734125, 1103735627, 1103733838]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147060,BING,"POLYGON ((34.4296865 62.9118254, 34.4296393 62.9117707, 34.4294467 62.9118052, 34.4294939 62.9118599, 34.4296865 62.9118254))",13,Первомайская улица,,,Медвежьегорск,,,,yes,"[1103735520, 1103733393, 1103735052, 1103733899, 1103735520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147061,BING,"POLYGON ((34.4235158 62.9107082, 34.4234585 62.9106573, 34.4232564 62.9107044, 34.4233137 62.9107554, 34.4235158 62.9107082))",16,улица Гоголя,,,Медвежьегорск,,,,yes,"[1103735640, 1103735680, 1103734705, 1103733377, 1103735640]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147062,BING,"POLYGON ((34.4269426 62.9135321, 34.4268374 62.9134774, 34.4266555 62.9135498, 34.4267607 62.9136045, 34.4269426 62.9135321))",34,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103733790, 1103734672, 1103733313, 1103735000, 1103733790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147063,BING,"POLYGON ((34.4350411 62.9053672, 34.4349582 62.9053932, 34.4350277 62.9054392, 34.4351106 62.9054132, 34.4350411 62.9053672))",53,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103734554, 1103735209, 1103734080, 1103735610, 1103734554]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147064,BING,"POLYGON ((34.4229077 62.9100828, 34.4226669 62.9101404, 34.4227691 62.9102291, 34.4230098 62.9101716, 34.4229077 62.9100828))",18,улица Островского,,,Медвежьегорск,,,,yes,"[1103734886, 1103735821, 1103734514, 1103735570, 1103734886]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147065,BING,"POLYGON ((34.4260108 62.9097177, 34.4259152 62.9096333, 34.4256753 62.9096897, 34.4257708 62.9097741, 34.4260108 62.9097177))",7,улица Островского,,,Медвежьегорск,,,,yes,"[1103734925, 1103735601, 1103734552, 1103733222, 1103734925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147066,BING,"POLYGON ((34.4271234 62.9109994, 34.4273154 62.9109649, 34.4272465 62.9108853, 34.4270545 62.9109198, 34.4271234 62.9109994))",8,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103733796, 1103735006, 1103733318, 1103734676, 1103733796]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147067,BING,"POLYGON ((34.4332064 62.9045253, 34.4330889 62.9045596, 34.4332246 62.904656, 34.4333422 62.9046216, 34.4332064 62.9045253))",52А,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103734432, 1103734542, 1103733884, 1103735506, 1103734432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147068,BING,"POLYGON ((34.4285814 62.9114947, 34.4285083 62.911422, 34.4282115 62.9114838, 34.4282846 62.9115565, 34.4285814 62.9114947))",11,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103735106, 1103733678, 1103735375, 1103733439, 1103735106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147069,BING,"POLYGON ((34.4491956 62.9039887, 34.4493585 62.9040955, 34.4497934 62.9039578, 34.4496304 62.903851, 34.4491956 62.9039887))",7,Заводская улица,,,,Межрайонная ИФНС № 9 по Республике Карелия,,,yes,"[1103733755, 1103734633, 1103733272, 1103734985, 1103733755]",3,,,,,,,,,,,,,,,,,,,taxes,administrative,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147070,BING,"POLYGON ((34.4290013 62.9121949, 34.4289098 62.9120842, 34.4288032 62.9121024, 34.4288948 62.9122131, 34.4290013 62.9121949))",17,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103733621, 1103734919, 1103733213, 1103734549, 1103733621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147072,BING,"POLYGON ((34.4364113 62.9040248, 34.4363506 62.9039927, 34.4362148 62.9040459, 34.4362755 62.904078, 34.4364113 62.9040248))",,,,,,,,,yes,"[1103734447, 1103735058, 1103733922, 1103735523, 1103734447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147073,BING,"POLYGON ((34.4343305 62.9052041, 34.4344735 62.9051463, 34.4342998 62.9050571, 34.4341568 62.9051149, 34.4343305 62.9052041))",50,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103735632, 1103734388, 1103735706, 1103734135, 1103735632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147074,BING,"POLYGON ((34.4331085 62.9046936, 34.4329814 62.9047347, 34.4330982 62.9048095, 34.4332253 62.9047683, 34.4331085 62.9046936))",,,,,,,,,yes,"[1103734048, 1103734812, 1103733502, 1103735161, 1103734048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147076,BING,"POLYGON ((34.4255087 62.9095454, 34.4257771 62.9094843, 34.4256942 62.9094088, 34.4254258 62.9094699, 34.4255087 62.9095454))",6,улица Островского,,,Медвежьегорск,,,,yes,"[1103735608, 1103734064, 1103735197, 1103733529, 1103735608]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147078,BING,"POLYGON ((34.4273942 62.9115709, 34.4274816 62.9115502, 34.4273963 62.9114754, 34.4273089 62.9114961, 34.4273942 62.9115709))",,,,,,,,,yes,"[1103733266, 1103734777, 1103735645, 1103734616, 1103733266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147080,BING,"POLYGON ((34.426305 62.9105416, 34.426261 62.9104873, 34.4258846 62.9105506, 34.4259286 62.9106048, 34.426305 62.9105416))",,,,,,,,,yes,"[1103733302, 1103734218, 1103735666, 1103734657, 1103733302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147082,BING,"POLYGON ((34.4371122 62.9046562, 34.4370384 62.9046262, 34.4369373 62.904678, 34.4370112 62.9047079, 34.4371122 62.9046562))",,,,,,,,,yes,"[1103733856, 1103735251, 1103733374, 1103735028, 1103733856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147086,BING,"POLYGON ((34.4281646 62.9102768, 34.4283825 62.9102409, 34.4283266 62.9101706, 34.4281087 62.9102066, 34.4281646 62.9102768))",20,Первомайская улица,,,Медвежьегорск,,,,yes,"[1103735749, 1103734451, 1103734941, 1103733229, 1103735749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147087,BING,"POLYGON ((34.4349399 62.9038062, 34.4350125 62.9037846, 34.4349729 62.9037569, 34.4349002 62.9037785, 34.4349399 62.9038062))",,,,,,,,,yes,"[1103733887, 1103735044, 1103733390, 1103734709, 1103733887]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147090,BING,"POLYGON ((34.433339 62.9053954, 34.4332708 62.9053847, 34.4332329 62.905435, 34.4333011 62.9054457, 34.433339 62.9053954))",,,,,,,,,yes,"[1103734998, 1103735669, 1103734668, 1103733311, 1103734998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147093,BING,"POLYGON ((34.4279783 62.9118742, 34.4281651 62.9118395, 34.4280798 62.9117446, 34.427893 62.9117794, 34.4279783 62.9118742))",16,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103734422, 1103735031, 1103733862, 1103735483, 1103734422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147094,BING,"POLYGON ((34.4276476 62.9094658, 34.4275087 62.9095003, 34.4275964 62.9095735, 34.4277353 62.9095389, 34.4276476 62.9094658))",23,Первомайская улица,,,Медвежьегорск,,,,yes,"[1103733184, 1103733766, 1103734997, 1103733304, 1103733184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147095,,"POLYGON ((34.4607883 62.904712, 34.4610283 62.9045999, 34.4608653 62.9045275, 34.4606253 62.9046397, 34.4607883 62.904712))",,,,,,,,,yes,"[1103735672, 1103734261, 1103735362, 1103733659, 1103735672]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147097,BING,"POLYGON ((34.4260139 62.9087869, 34.4259454 62.9087043, 34.4257362 62.9087403, 34.4258047 62.9088229, 34.4260139 62.9087869))",3,улица Лермонтова,,,Медвежьегорск,,,,yes,"[1103735157, 1103735745, 1103734808, 1103733500, 1103735157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147098,BING,"POLYGON ((34.4278204 62.9107757, 34.4275868 62.9108203, 34.4276498 62.9108888, 34.4278834 62.9108442, 34.4278204 62.9107757))",7,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103734232, 1103735329, 1103733649, 1103734400, 1103734232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147099,BING,"POLYGON ((34.4237002 62.9102976, 34.4235994 62.9102136, 34.42341 62.9102608, 34.4235108 62.9103448, 34.4237002 62.9102976))",17,улица Островского,,,Медвежьегорск,,,,yes,"[1103734485, 1103735088, 1103733969, 1103735554, 1103734485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147100,BING,"POLYGON ((34.4245811 62.9097773, 34.4247548 62.909736, 34.4246682 62.9096605, 34.4244945 62.9097018, 34.4245811 62.9097773))",10,улица Островского,,,Медвежьегорск,,,,yes,"[1103733436, 1103734766, 1103735716, 1103734412, 1103733436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147102,BING,"POLYGON ((34.437548 62.9043096, 34.4374975 62.904242, 34.4373914 62.9042584, 34.4374419 62.904326, 34.437548 62.9043096))",38,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103735509, 1103733204, 1103734547, 1103735592, 1103735509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147103,BING,"POLYGON ((34.4278773 62.9121474, 34.4277975 62.9120921, 34.4276964 62.9121223, 34.4277762 62.9121776, 34.4278773 62.9121474))",,,,,,,,,yes,"[1103735293, 1103733178, 1103734894, 1103733584, 1103735293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147104,BING,"POLYGON ((34.4356645 62.9043585, 34.4355927 62.9043188, 34.4354854 62.9043591, 34.4355572 62.9043988, 34.4356645 62.9043585))",,,,,,,,,yes,"[1103734730, 1103734837, 1103734359, 1103735690, 1103734730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147105,,"POLYGON ((34.4573618 62.9037328, 34.4572071 62.9038047, 34.4574153 62.9038976, 34.45757 62.9038257, 34.4573618 62.9037328))",,,,,,,,,yes,"[1103734835, 1103735764, 1103734463, 1103734961, 1103734835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147106,BING,"POLYGON ((34.4358524 62.9051077, 34.4357853 62.9051446, 34.4359685 62.9052137, 34.4360355 62.9051768, 34.4358524 62.9051077))",51,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103735676, 1103733715, 1103735410, 1103734298, 1103735676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147107,BING,"POLYGON ((34.4278267 62.9107355, 34.4278522 62.9107675, 34.4280006 62.910743, 34.4279751 62.910711, 34.4278267 62.9107355))",,,,,,,,,yes,"[1103733824, 1103734689, 1103733347, 1103735016, 1103733824]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147108,BING,"POLYGON ((34.4311443 62.91306, 34.4311877 62.9129647, 34.4309908 62.9129461, 34.4309474 62.9130414, 34.4311443 62.91306))",11Б,Первомайская улица,,,Медвежьегорск,,,,yes,"[1103733559, 1103734880, 1103735796, 1103734500, 1103733559]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147109,BING,"POLYGON ((34.4358403 62.904547, 34.4356603 62.9044579, 34.4355555 62.9045018, 34.4357354 62.9045909, 34.4358403 62.904547))",,,,,,,,,yes,"[1103734465, 1103735539, 1103733963, 1103735075, 1103734465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147110,BING,"POLYGON ((34.4233694 62.9099714, 34.4231287 62.9100379, 34.4232368 62.9101191, 34.4234776 62.9100526, 34.4233694 62.9099714))",16,улица Островского,,,Медвежьегорск,,,,yes,"[1103735104, 1103735641, 1103734182, 1103735262, 1103735104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147111,BING,"POLYGON ((34.4254504 62.9080287, 34.4254028 62.9079791, 34.4244556 62.9081679, 34.4245031 62.9082174, 34.4254504 62.9080287))",,,,,,,,,yes,"[1103734855, 1103735556, 1103734489, 1103735788, 1103734855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147113,BING,"POLYGON ((34.4328946 62.9110984, 34.4329622 62.9110778, 34.4328201 62.9109814, 34.4327525 62.9110021, 34.4328946 62.9110984))",,,,,,,,,yes,"[1103733244, 1103734755, 1103733416, 1103734582, 1103733244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147115,BING,"POLYGON ((34.4270111 62.9099397, 34.4268911 62.9098263, 34.426199 62.9099782, 34.426319 62.9100915, 34.4270111 62.9099397))",4,улица Гоголя,,,Медвежьегорск,,,,yes,"[1103733951, 1103734743, 1103733409, 1103735072, 1103733951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147116,,"POLYGON ((34.457646 62.9038823, 34.4574976 62.9039585, 34.4577132 62.9040456, 34.4578616 62.9039693, 34.457646 62.9038823))",,,,,,,,,yes,"[1103734579, 1103735631, 1103734132, 1103735247, 1103734579]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147117,BING,"POLYGON ((34.4250469 62.9090224, 34.42496 62.9088912, 34.4248221 62.9089101, 34.4249089 62.9090413, 34.4250469 62.9090224))",7,улица Лермонтова,,,Медвежьегорск,,,,yes,"[1103734444, 1103735521, 1103733913, 1103735057, 1103734444]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147118,BING,"POLYGON ((34.4281109 62.9112517, 34.4280284 62.9112654, 34.4281105 62.9113675, 34.428193 62.9113538, 34.4281109 62.9112517))",9,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103734872, 1103735562, 1103734499, 1103735794, 1103734872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147119,BING,"POLYGON ((34.4365628 62.9040794, 34.436476 62.9040399, 34.4363844 62.9040816, 34.4364713 62.9041212, 34.4365628 62.9040794))",,,,,,,,,yes,"[1103733312, 1103734228, 1103735670, 1103734670, 1103733312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147120,BING,"POLYGON ((34.4228797 62.9113709, 34.4231197 62.9113065, 34.4230651 62.9112644, 34.4228252 62.9113288, 34.4228797 62.9113709))",6,Загородняя улица,,,Медвежьегорск,,,,yes,"[1103733249, 1103734590, 1103735636, 1103734145, 1103733249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147121,BING,"POLYGON ((34.4343747 62.904915, 34.4344787 62.9049575, 34.4346145 62.9048884, 34.4345104 62.904846, 34.4343747 62.904915))",,,,,,,,,yes,"[1103735365, 1103733232, 1103734967, 1103733661, 1103735365]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147122,BING,"POLYGON ((34.4302374 62.9112404, 34.4300959 62.9112864, 34.4302349 62.911375, 34.4303763 62.911329, 34.4302374 62.9112404))",5,Первомайская улица,,,Медвежьегорск,,,,yes,"[1103735771, 1103733966, 1103735545, 1103734471, 1103735771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147123,BING,"POLYGON ((34.434602 62.905788, 34.4344883 62.9057434, 34.4343829 62.9057992, 34.4344966 62.9058437, 34.434602 62.905788))",,,,,,,,,yes,"[1103734265, 1103735366, 1103735719, 1103734421, 1103734265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147124,BING,"POLYGON ((34.4251653 62.9095221, 34.4249364 62.9095796, 34.4250274 62.9096547, 34.4252563 62.9095972, 34.4251653 62.9095221))",8,улица Островского,,,Медвежьегорск,,,,yes,"[1103734745, 1103733626, 1103734929, 1103733225, 1103734745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147125,BING,"POLYGON ((34.4283622 62.9128937, 34.4285163 62.9128397, 34.4284506 62.9128008, 34.4282965 62.9128549, 34.4283622 62.9128937))",,,,,,,,,yes,"[1103734436, 1103735513, 1103733893, 1103735048, 1103734436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95147126,BING,"POLYGON ((34.4273619 62.9133446, 34.4272234 62.9132808, 34.4270062 62.9133786, 34.4271446 62.9134424, 34.4273619 62.9133446))",32,улица Пушкина,,,Медвежьегорск,,,,yes,"[1103734215, 1103734362, 1103735691, 1103735301, 1103734215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149919,BING,"POLYGON ((34.4411774 62.9049978, 34.4409374 62.9050565, 34.4410041 62.9051131, 34.4412441 62.9050544, 34.4411774 62.9049978))",37,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103786710, 1103786708, 1103786711, 1103786709, 1103786710]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149976,BING,"POLYGON ((34.4411728 62.9042355, 34.4412815 62.9041596, 34.44117 62.9041265, 34.4410614 62.9042025, 34.4411728 62.9042355))",,,,,,,,,yes,"[1103790807, 1103791020, 1103790839, 1103790622, 1103790807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149978,BING,"POLYGON ((34.4399245 62.9053269, 34.4398568 62.9052899, 34.4397204 62.9053417, 34.4397881 62.9053787, 34.4399245 62.9053269))",,,,,,,,,yes,"[1103790932, 1103790968, 1103790767, 1103790711, 1103790932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149981,BING,"POLYGON ((34.4400968 62.904155, 34.4398644 62.9042194, 34.4399202 62.9042612, 34.4401526 62.9041968, 34.4400968 62.904155))",45,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790698, 1103790836, 1103790615, 1103790709, 1103790698]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149982,BING,"POLYGON ((34.4423065 62.9052786, 34.4421562 62.9053058, 34.4422547 62.9054186, 34.4424051 62.9053913, 34.4423065 62.9052786))",26,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790877, 1103790675, 1103790897, 1103790664, 1103790877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149984,BING,"POLYGON ((34.4403771 62.9039042, 34.4404767 62.9039436, 34.4406434 62.9038561, 34.4405439 62.9038167, 34.4403771 62.9039042))",34,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790657, 1103790742, 1103790983, 1103790795, 1103790657]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149985,BING,"POLYGON ((34.4428623 62.9057813, 34.4427125 62.9058192, 34.442854 62.9059354, 34.4430037 62.9058975, 34.4428623 62.9057813))",20,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790612, 1103790799, 1103790965, 1103790765, 1103790612]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149986,BING,"POLYGON ((34.4406424 62.9041688, 34.4408672 62.9041366, 34.4408305 62.9040835, 34.4406057 62.9041157, 34.4406424 62.9041688))",32,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790762, 1103790957, 1103790731, 1103790887, 1103790762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149988,BING,"POLYGON ((34.4434862 62.9055639, 34.4433902 62.9053925, 34.4432048 62.905414, 34.4433008 62.9055854, 34.4434862 62.9055639))",26А,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790747, 1103790918, 1103790706, 1103790846, 1103790747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149989,BING,"POLYGON ((34.4403489 62.905618, 34.4401594 62.9056605, 34.4402163 62.905713, 34.4404057 62.9056704, 34.4403489 62.905618))",16А,Гористая улица,,,Медвежьегорск,,,,yes,"[1103790889, 1103790670, 1103790827, 1103790606, 1103790889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149990,BING,"POLYGON ((34.4420009 62.9049599, 34.4418493 62.9050289, 34.4419744 62.9050859, 34.4421259 62.9050168, 34.4420009 62.9049599))",30,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790812, 1103790591, 1103790761, 1103790929, 1103790812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149991,BING,"POLYGON ((34.4413446 62.9045404, 34.4412585 62.9044819, 34.4410513 62.9045452, 34.4411375 62.9046037, 34.4413446 62.9045404))",30Б,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790804, 1103790926, 1103790759, 1103791013, 1103790804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149992,BING,"POLYGON ((34.4413845 62.9054258, 34.4415816 62.9053729, 34.441502 62.9053114, 34.4413049 62.9053643, 34.4413845 62.9054258))",35,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790757, 1103790922, 1103790707, 1103790850, 1103790757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149994,BING,"POLYGON ((34.4409531 62.9033945, 34.440913 62.9033489, 34.4407236 62.9033834, 34.4407636 62.903429, 34.4409531 62.9033945))",,,,,,,,,yes,"[1103790915, 1103790627, 1103790842, 1103790703, 1103790915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95149996,BING,"POLYGON ((34.4417736 62.9048701, 34.4416728 62.9048043, 34.4414808 62.9048653, 34.4415816 62.9049311, 34.4417736 62.9048701))",30А,улица Дорофеева,,,Медвежьегорск,,,,yes,"[1103790854, 1103791010, 1103790798, 1103790660, 1103790854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
