key;count_all;values_all;characters;grade
oneway:1953--1961;30;1;rest;u
seamark:light:17:sequence;30;11;letters;u
recycling_centre;30;2;plain;u
tonnage;30;2;plain;u
service:bicycle:vending;30;1;colon;u
surrounded_by;30;5;plain;u
artisan;29;11;plain;u
railway:name:ЕЅSR;29;26;letters;u
embankment:left;29;1;colon;u
railway:signal:electricity:frequency;29;5;colon;u
log_flume;29;2;plain;u
url:history;29;27;colon;u
covered:right;29;5;colon;u
was:busway:right;29;3;colon;u
instrument;29;10;plain;u
bridge:historic;29;2;colon;u
traffic:hourly:22:Su:winter:forward;29;21;letters;u
IJSN:setor;29;2;letters;u
tax_free:consumption_tax;29;1;colon;u
information:public_transport:line_map;29;3;colon;u
bridge:name:etymology:wikidata;29;8;colon;u
oneway_1;29;4;letters;u
communication:hf;29;1;colon;u
ref:boat;29;29;colon;u
ref:FR:opendata:att:ID;29;1;letters;u
roof:min_levels;29;11;colon;u
motorhome:backward;29;2;colon;u
old_name:--2020-09-21;29;1;rest;g
his:1937-1949:ref;29;1;rest;u
whc:website;29;20;colon;u
nursing_room;29;7;plain;u
parking:levels;29;8;colon;u
ref:SNCF:RER;29;2;letters;u
ref:AR:renabap;29;28;letters;u
property_boundary;29;1;plain;u
lanes:-2023;29;2;rest;u
artist:instagram;29;17;colon;u
expected_places:2010;29;20;letters;u
parking:condition:left:2:reason;29;1;letters;u
removed:cycleway;29;8;colon;u
number_ifs;29;1;plain;u
workers:edu_SLC;29;13;letters;u
admin_type:CD:-2005-06;29;2;rest;u
payment:fleet_card;29;1;colon;u
board_games;29;2;plain;u
alt_sorting_name;29;9;plain;u
implied;29;1;plain;u
highway:1997-2002;29;1;rest;u
field_2;29;3;letters;u
est_min_height;29;14;plain;u
incline:name:zh;29;1;colon;u
motorcycle:charging;29;2;colon;u
obstacle:seasonal;29;2;colon;u
note:heritage;29;13;colon;u
source:name:gd;29;5;colon;u
shoulder:both:marking;29;2;colon;u
AUCAME:commune;29;28;letters;u
demolished:alt_ref;29;29;colon;u
shoulder:mofa;29;1;colon;u
estate;29;6;plain;u
traffic_sign:2:arrow;29;4;letters;u
old_name:1886-1950;29;1;rest;g
enc:SORIND;29;2;letters;u
enc:SORDAT;29;2;letters;u
old_name:1883-1886;29;1;rest;g
parking:maxstay;29;12;colon;u
removed:brand:wikipedia;29;26;colon;u
razed:lanes;29;3;colon;u
old_name:et;29;17;colon;u
old_name:uz-Arab;29;26;rest;g
name:misspelled;29;29;colon;u
diving;29;3;plain;u
old_name:uz-Cyrl;29;27;rest;g
old_name:uz-Latn;29;27;rest;g
planted:date;29;3;colon;u
level_crossing:traffic_signals;29;2;colon;u
text:meaning:en;29;10;colon;u
measuring;29;3;plain;u
direction_south:4;29;29;letters;u
base_type;29;1;plain;u
communication:mobile_phone:height;29;25;colon;u
explanation;29;2;plain;u
hsmbc:inscription_date;29;21;colon;u
variant;29;5;plain;u
official_name:szl;29;29;colon;u
official_name:bar;29;23;colon;u
official_name:hil;29;27;colon;u
maxweight:vehicle:conditional;29;2;colon;u
service:vehicle:tire_rotation;29;1;colon;u
ref:FR:designation;29;29;letters;u
official_name:ba;29;27;colon;u
official_name:ml;29;25;colon;u
official_name:wo;29;25;colon;u
parking:condition:left:disabled;29;28;colon;u
love_locks;29;3;plain;u
memorial_type;29;6;plain;u
ref:TenneT;29;29;letters;u
year_on;29;22;plain;u
retaining_wall:material;29;3;colon;u
construction:destination;29;11;colon;u
image8;29;25;letters;u
lit:colour;29;5;colon;u
ref:erfurterbahn;29;21;colon;u
no_of_traders;29;9;plain;u
parking:left:perpendicular;29;5;colon;u
lit:hour_off;29;1;colon;u
est_length;29;17;plain;u
phone_alt;29;28;plain;u
confession;29;9;plain;u
alt_name:yue-Hant;29;25;rest;g
emergency:amenity:receiving_area:indoor;29;27;colon;u
change:lanes:start_date;29;3;colon;u
poptotal;29;13;plain;u
inscription:ga;29;29;colon;u
sop;29;4;plain;u
vol;29;10;plain;u
socket:unknown;29;6;colon;u
demolished:vending;29;4;colon;u
mooring:operator;29;12;colon;u
alt_name:arc;29;18;colon;u
mane:th;29;16;colon;u
ref:emporis;29;29;colon;u
headway:late_evening;29;4;colon;u
admin_level:-2015-01-01;29;1;rest;u
helicopter;29;5;plain;u
old_name:1957-1976;29;22;rest;g
contact:full;29;28;colon;u
education_profile:art;29;1;colon;u
old_name:1957-1990;29;1;rest;g
access:wet;29;1;colon;u
disused:loc_name;29;14;colon;u
guide_dog;29;1;plain;u
damage:start_date;29;12;colon;u
note:gauge;29;3;colon;u
addr:cross_street;29;9;colon;u
removed:old_name;29;16;colon;u
sidewalk:right:lit;29;2;colon;u
language:ur;29;2;colon;u
seamark:notice:3:distance_down;29;9;letters;u
loc_name:short_name;29;1;colon;u
railway:controller;29;4;colon;u
gatech:BLDG_NAME;29;28;letters;u
note:tr;29;18;colon;u
parking:right:ref;29;29;colon;u
3dr:dormer:height1;29;15;rest;u
old_name:1927-1932;29;2;rest;g
_NO_;29;14;rest;u
hazus;29;9;plain;u
operator:short:ru;29;3;colon;u
hill;29;8;plain;u
dirt;29;8;plain;u
flag:name:en;29;25;colon;u
damage_Per;29;7;letters;u
piste:access;29;1;colon;u
diet:seasonal;29;1;colon;u
tiger:name_direction_prefix_5;29;4;letters;u
level_crossing:traffic_sign;29;2;colon;u
alt_short_name:ru;29;11;colon;u
station_name;29;16;plain;u
ref:gamlp:ap;29;29;colon;u
medical_service:tb_diagnosis;29;2;colon;u
rcr_ref;29;4;plain;u
health_specialty:orthodontics;29;2;colon;u
ref:wunderground;29;29;colon;u
scuba_diving:type:apnoe;29;2;colon;u
commons;29;15;plain;u
stop:feature:rubbish_bin;29;3;colon;u
class_id;29;4;plain;u
wastewater_plant:capacity;29;23;colon;u
payment:ticket;29;1;colon;u
contact:phone:UA;29;4;letters;u
contact:phone:AR;29;24;letters;u
historic_status;29;4;plain;u
contact:phone:GB;29;24;letters;u
ref:FR:RGTAAF07;29;29;letters;u
maxweight:mlc:both;29;7;colon;u
payment:TaM;29;2;letters;u
ref:SE:fastighetsbeteckning;29;11;letters;u
name:zh-Hant-TW;29;16;rest;g
language:descriptions:de;29;1;colon;u
shoulder:moped;29;1;colon;u
name:eh;29;6;colon;u
construction:railway:traffic_mode;29;3;colon;u
source:width:lanes;29;3;colon;u
addr:city_block:ref;29;19;colon;u
parking:lane:both:surface;29;8;colon;u
shoulder:motor_vehicle;29;1;colon;u
was:camp_site;29;1;colon;u
demolished:emergency;29;7;colon;u
plant_community:de;29;7;colon;u
ref:grandtoulouse;29;29;colon;u
clearance;29;23;plain;u
AUCAME:addr;29;28;letters;u
abandoned:railway:preferred_direction;29;2;colon;u
suojeltu;29;1;plain;u
Green;29;4;letters;u
notes:speed;29;1;colon;u
his:1914-:name;29;7;rest;u
source:accuracy;29;7;colon;u
noise:LAeq:late;29;14;letters;u
was:species;29;18;colon;u
ibnr_ref;29;29;plain;u
payment:ticket_plus;29;1;colon;u
landfill_type:ground;29;1;colon;u
sites;29;16;plain;u
railway:ref:ЕЅSR;29;25;letters;u
conveying:lanes;29;10;colon;u
C9;29;1;letters;b
incline:short_name:zh;29;1;colon;u
sport:soccer;29;2;colon;u
change:hgv;29;1;colon;u
information:public_transport:network_map;29;3;colon;u
ref:proposed:historic;29;3;colon;u
demolished:bus;29;2;colon;u
disabled:lanes;29;2;colon;u
bridge:name:cs;29;10;colon;u
refinery;29;1;plain;u
amenity:bar;29;2;colon;u
obelisk:height;29;25;colon;u
distribuition;29;1;plain;u
note:tactile_paving;29;14;colon;u
subject:wikipedia:ru;29;26;colon;u
old_name:1956-1957;29;1;rest;g
vab_scale;29;2;plain;u
watsan:urban_agriculture;29;2;colon;u
Shelter ID;29;29;space;b
planned:entrance;29;4;colon;u
was:busway;29;1;colon;u
soccer:type_idn;29;2;colon;u
recycling:food;29;2;colon;u
project:date;29;1;colon;u
information:public_transport:waiting_time;29;2;colon;u
ref:cn;29;18;colon;u
shoulder:carriage;29;1;colon;u
internet_access:provider:website;29;1;colon;u
was:resource;29;11;colon;u
surface:structure;29;2;colon;u
Union;29;8;letters;u
railway:signal:route:ref;29;29;colon;u
name:1900-1906;29;2;rest;g
not:place:CN;29;1;letters;u
fine:cycleway:right;29;2;colon;u
climbing:abseiling;29;4;colon;u
capacity_individuals_building_level_2;29;12;letters;u
name:etymology:website;29;8;colon;u
highway:2015;29;6;letters;u
old_name:smj;29;29;colon;u
capacity:static_caravans;29;25;colon;u
wastewater_plant:FR:ref;29;29;letters;u
compartment:SE;29;27;letters;u
scuba_diving:type:cave;29;2;colon;u
itb:node;29;8;colon;u
old_name:kk-Cyrl;29;27;rest;g
name:2024-;29;1;rest;g
incline:short_name;29;1;colon;u
old_name:kk-Arab;29;27;rest;g
safety:shield:covid19;29;2;letters;u
railway:signal:main:reverse_substitute_signal;29;2;colon;u
name:1989-;29;2;rest;g
mast_type;29;7;plain;u
traffic:hourly:18:Mo:fall:forward;29;19;letters;u
source:not:addr:postcode;29;7;colon;u
ref:hswt;29;29;colon;u
maxheight:right;29;20;colon;u
service_provided;29;28;plain;u
loc_name:short_name:zh;29;1;colon;u
source:photo;29;19;colon;u
gatech:OBJECTID;29;28;letters;u
ref2:IBNR;29;4;letters;u
disused:motor_vehicle;29;7;colon;u
country:left;29;5;colon;u
beacon:class;29;13;colon;u
ref:RTE:codnat;29;29;letters;u
ref:fcc;29;29;colon;u
ref:hpc;29;26;colon;u
shoulder:horse;29;1;colon;u
ref:liSequence;29;5;letters;u
old_name:kk-Latn;29;27;rest;g
wingspan;29;3;plain;u
is_in:comuna;29;8;colon;u
taxi:disabled:lanes:forward:conditional;29;2;colon;u
brand:contact:twitter;29;25;colon;u
was:crossing:island;29;2;colon;u
internet_access:free;29;5;colon;u
ref:liLocationID;29;29;letters;u
area:traffic_calming;28;1;colon;u
NHD:ownercateg;28;6;letters;u
hedge:height;28;8;colon;u
gravel:type;28;1;colon;u
socket:device:lightning;28;7;colon;u
gnfeature;28;2;plain;u
name:1952;28;7;letters;u
is_in:waterway;28;11;colon;u
recycling:textile;28;1;colon;u
LAGRUM;28;1;letters;u
dimension;28;7;plain;u
border_type:type;28;2;colon;u
RIGHT_FROM;28;28;letters;u
geothermal;28;5;plain;u
construction:destination:lanes;28;20;colon;u
ref:SS13;28;22;letters;u
ref:SMTR;28;17;letters;u
note:placement;28;1;colon;u
paper_supplied;28;2;plain;u
photography:inside;28;3;colon;u
parking:lane:forward;28;6;colon;u
axle_weight;28;1;plain;u
trolley_bus;28;1;plain;u
RLIS:trailid;28;6;letters;u
amenity:2020;28;14;letters;u
parking:right:restriction:bus;28;2;colon;u
bread:wholemeal;28;1;colon;u
source:ref:signed;28;1;colon;u
name:1952-1989;28;1;rest;g
highway:1997-2006;28;1;rest;u
field_4;28;2;letters;u
field_5;28;7;letters;u
construction:train;28;1;colon;u
animal_trap:for;28;9;colon;u
CONS_TYPE;28;2;letters;u
route_marker:fire_path:ref;28;5;colon;u
slipway;28;11;plain;u
taxi:disabled:lanes:backward:conditional;28;1;colon;u
proposed:sport;28;14;colon;u
Wijknaam;28;12;letters;u
points_to;28;10;plain;u
_PERIMETER_;28;28;rest;u
not:man_made;28;14;colon;u
contact:alt_mobile;28;24;colon;u
_CODIGO_;28;28;rest;u
electric_scooter;28;3;plain;u
proposed:traffic_sign:direction;28;1;colon;u
rooms:disabled;28;8;colon;u
old_name:gd;28;27;colon;u
free_flying;28;7;plain;u
appointment;28;7;plain;u
geoedge:phone:mobile;28;27;colon;u
old_name:-1927;28;7;rest;g
habitat;28;16;plain;u
speech_output:fr;28;1;colon;u
health_specialty:ear_nose_throat;28;5;colon;u
suction_point:type;28;4;colon;u
wikipedia:tr;28;22;colon;u
was:building:use;28;17;colon;u
durian;28;4;plain;u
total_plots;28;23;plain;u
fuel:svo;28;4;colon;u
pillbox_type;28;6;plain;u
network:it;28;2;colon;u
NOTES;28;23;letters;u
section_marker;28;25;plain;u
UNIT_NAME;28;27;letters;u
ref:FR:EDF_SEI_nom;28;28;letters;u
addr:housecode;28;27;colon;u
_PREDIO_;28;7;rest;u
source:outline:date;28;1;colon;u
retreat:operator:wikidata;28;2;colon;u
service:vehicle:leasing;28;1;colon;u
railway:ref:MГЃV;28;21;letters;u
parking:lanes;28;6;colon;u
name:left:lzh;28;2;colon;u
bridge:official_name;28;14;colon;u
vending:eggs;28;2;colon;u
seamark:control_point:category;28;4;colon;u
official_name:xmf;28;24;colon;u
sr:yellow;28;16;colon;u
official_name:xal;28;22;colon;u
official_name:vro;28;26;colon;u
official_name:vep;28;27;colon;u
official_name:jam;28;26;colon;u
official_name:lad;28;21;colon;u
official_name:lld;28;21;colon;u
drink:sangria;28;3;colon;u
onestop_screen;28;2;plain;u
supply;28;6;plain;u
mtb:singletrail;28;4;colon;u
old_name:~1933-1945;28;2;rest;g
building:flats:note;28;14;colon;u
service:bicycle:ebike_maintenance;28;1;colon;u
name:ca:-2022;28;16;rest;g
hot_tub;28;2;plain;u
cultural_typ:de;28;1;colon;u
parking_info;28;26;plain;u
amenity:university:faculty;28;11;colon;u
ebusinesslotse:url;28;25;colon;u
language:panel:ru;28;1;colon;u
winter_warning;28;1;plain;u
source:service:spur;28;7;colon;u
archaeologist_name;28;21;plain;u
disused:railway:signal:position;28;3;colon;u
ptv;28;2;plain;u
soU;28;3;letters;u
junction:wikidata;28;1;colon;u
was:change:lanes;28;15;colon;u
generated;28;1;plain;u
drnpu:inscription_date;28;3;colon;u
internet_access:source;28;2;colon;u
removed:generator:output:electricity;28;8;colon;u
fuel:ШЁЩ†ШІЫЊЩ†;28;1;letters;u
tower:type_1;28;13;letters;u
maxspeed:-2023;28;4;rest;u
plnno_site;28;28;plain;u
type:en;28;6;colon;u
was:substation;28;5;colon;u
proposed:designation;28;2;colon;u
tmp_ref;28;21;plain;u
FAA;28;28;letters;u
FCC;28;2;letters;u
pump:function;28;2;colon;u
recycling:carpets;28;2;colon;u
panchayat;28;24;plain;u
mile;28;18;plain;u
name:right:lzh;28;1;colon;u
overtaking:tourist_bus;28;1;colon;u
language:ch;28;1;colon;u
trim;28;2;plain;u
pits;28;14;plain;u
hardshoulder;28;1;plain;u
maxspeed:hst;28;2;colon;u
was:zone:HSL;28;3;letters;u
colour:ref:lower_panel;28;4;colon;u
cross:typ;28;1;colon;u
historic:railway:position;28;28;colon;u
socket:as3112;28;5;letters;u
addr:chiefdom;28;2;colon;u
traffic:hourly:12:Tu:winter:forward;28;19;letters;u
ref:bettundbike;28;28;colon;u
lillomarkasvenner:iid;28;26;colon;u
communication:mast;28;1;colon;u
smoke_exhaust:de;28;5;colon;u
weather:radiometer;28;2;colon;u
zone:name;28;1;colon;u
historic:1990:ref;28;24;letters;u
cyclelane;28;3;plain;u
maxweightrating:hgv:backward;28;4;colon;u
source:numbers;28;3;colon;u
note:not:name;28;17;colon;u
proposed:oneway:bus;28;1;colon;u
NHD:ownername;28;6;letters;u
psv:backward:conditional;28;5;colon;u
int_network;28;1;plain;u
source:gdacs;28;28;colon;u
construction:website;28;20;colon;u
market:flea_market:opening_hours:url;28;1;colon;u
addr:province:ru;28;1;colon;u
addr2:housename;28;28;letters;u
phone:mobil;28;27;colon;u
socket:type3a;28;3;letters;u
name:бЂ»бЂ™бЂ”бЂ№бЂ™бЂ¬бЂбЂ¬бЂћбЂ¬;28;5;letters;u
education:student_pupil_dropout_2009_2010;28;21;letters;u
gauge:1922-06-01-1969-12-31;28;1;rest;u
direction_west:4;28;27;letters;u
street_food;28;3;plain;u
dealer;28;14;plain;u
construction:junction;28;5;colon;u
tiger:name_direction_suffix_5;28;4;letters;u
filter;28;3;plain;u
note:stop;28;4;colon;u
ref:RS:grad;28;28;letters;u
closed:website;28;28;colon;u
amenity_4;28;18;letters;u
horaires_vacances_hiver;28;16;plain;u
name:right:zh_pinyin;28;1;colon;u
name:right:zh-Hans;28;1;rest;g
name:right:zh-Hant;28;1;rest;g
guided_routes;28;14;plain;u
tactile_feature;28;3;plain;u
removed:internet_access;28;3;colon;u
source:alt_name3;28;5;letters;u
maxspeed:light_rail;28;1;colon;u
recycling:handbags;28;1;colon;u
agricultural:lanes:forward;28;7;colon;u
source:addr:city;28;6;colon;u
motorcycle:training;28;3;colon;u
source:proposed:cycleway;28;1;colon;u
lanes:disabled;28;1;colon;u
name:1920-04-12--1952;28;1;rest;g
currency:KGS;28;1;letters;u
place:ref;28;26;colon;u
re;28;19;plain;b
operator:category;28;1;colon;u
mkgmap:road-class;28;3;rest;u
protection_class;28;6;plain;u
wreck:location;28;2;colon;u
maxweight:hgv:backward;28;6;colon;u
railway:signal:stop_demand:height;28;2;colon;u
cantidad aproximada de gatos;28;14;space;b
width_1;28;15;letters;u
fee:hgv;28;17;colon;u
looking;28;9;plain;u
left:country:no;28;2;colon;u
left:country:se;28;2;colon;u
left:country:fr;28;2;colon;u
funder;28;14;plain;u
phone:restaurant;28;27;colon;u
building:2021-10;28;3;rest;u
blokker:id;28;28;colon;u
castle_type:fr;28;6;colon;u
proposed:passenger_lines;28;1;colon;u
name:thp;28;19;colon;u
name:tau;28;6;colon;u
motorroad:conditional;28;1;colon;u
verbindung:couleur;28;2;colon;u
trace_zoom;28;4;plain;u
sidewalk:left:access;28;1;colon;u
cycleway:mofa;28;2;colon;u
complexity:skates;28;2;colon;u
_SECTOR_;28;2;rest;u
support:label:colour;28;2;colon;u
oneway:carriage;28;1;colon;u
weather:pyrheliometer;28;1;colon;u
scuba_diving:type:bigfish;28;2;colon;u
_PARROQUIA_;28;2;rest;u
addr:suburb_1;28;16;letters;u
planned:lanes;28;3;colon;u
proposed_name;28;17;plain;u
service:vehicle:wash;28;1;colon;u
name:1906--1920-04-12;28;1;rest;g
name:left:zh-Hans;28;2;rest;g
name:left:zh-Hant;28;2;rest;g
watsan_toilet:type;28;3;colon;u
parking:lane:both:parallel:width;28;4;colon;u
AMENITIES;28;23;letters;u
artwork_material;28;14;plain;u
ref:PalmTran;28;14;letters;u
ref_int;28;6;plain;u
name:1926-2010;28;1;rest;g
old_name:en:-2023-05-01;28;13;rest;g
education:pregnant_girls_at_school;28;7;colon;u
note:render;28;3;colon;u
disused:railway:pzb;28;1;colon;u
disused:railway:lzb;28;1;colon;u
old_name:-2023-05-01;28;13;rest;g
backboards:size;28;2;colon;u
motorcar:forward;28;7;colon;u
payment:credit_cards:min_payment;28;10;colon;u
direction_east:4;28;25;letters;u
health_specialty:cardiology;28;5;colon;u
_CLA_NUEVA_;28;28;rest;u
LEFT_FROM;28;28;letters;u
latrine;28;16;plain;u
capacity:tourist_bus;28;10;colon;u
RIGHT_TO;28;28;letters;u
schools:project_type;28;2;colon;u
recycling:HDPE;28;1;letters;u
parking:customer;28;1;colon;u
old_name:1976-1991-04-01;28;1;rest;g
survey:audio;28;8;colon;u
right:country:no;28;2;colon;u
right:country:se;28;2;colon;u
right:country:fr;28;2;colon;u
_ZONA_;28;2;rest;u
ref:line;28;6;colon;u
ref:FR:PacaTHD:NRO;28;6;letters;u
note:sac_scale;28;16;colon;u
seamark:obstruction:status;28;3;colon;u
name:ibnr;28;28;colon;u
defibrillator:cabinet;28;4;colon;u
ref:jeep;28;28;colon;u
genus:et;28;5;colon;u
cuisine:regional;28;3;colon;u
check_date:name;28;12;colon;u
ref:poll;28;16;colon;u
_CLA_VIEJA_;28;2;rest;u
traffic_sign:distance;28;17;colon;u
fixme:4;28;26;letters;u
emergency:amenity:suit_vulnerable_groups;28;2;colon;u
old_name:uk:-2023-05-01;28;13;rest;g
recycling:coffee_cups;28;2;colon;u
charging_station:current;28;5;colon;u
boundary_type:Ward_boundary;28;1;letters;u
ref:tum;28;27;colon;u
ref:ocm;28;27;colon;u
LEFT_TO;28;28;letters;u
Centerline;28;28;letters;u
ref:mare_de_matosinhos;28;28;colon;u
leisure:disused;28;7;colon;u
disc_parking;28;6;plain;u
payment:fordonsgas;28;1;colon;u
abandoned:operator:wikidata;28;6;colon;u
boresight_heading;28;24;plain;u
fixme:amenity;28;16;colon;u
date:map;28;2;colon;u
highway:1998-2000;28;1;rest;u
destroyed:information;28;5;colon;u
_MANZANA_;28;10;rest;u
gnfeaturec;28;5;plain;u
information:freundeskreisschiffdorf_nr;27;27;colon;u
addr:brngy;27;1;colon;u
AGNCY_NAME;27;9;letters;u
ref:AAPA;27;14;letters;u
up_min;27;14;plain;u
yolanda_families_affected;27;27;plain;u
phone:3;27;27;letters;u
nysgissam:nysaddresspointid:6;27;27;letters;u
lottery:brand:wikidata;27;3;colon;u
service:vehicle:restoration;27;1;colon;u
note:symbol;27;14;colon;u
name:int_name;27;15;colon;u
fi:pikavuoro;27;1;colon;u
level_crossing:type;27;4;colon;u
limousine:lanes;27;7;colon;u
authentification:contactless;27;1;colon;u
sec_grad;27;2;plain;u
abandoned:tram;27;2;colon;u
name:1989;27;17;letters;u
ups_other;27;8;plain;u
shop:old;27;22;colon;u
railway:signal:shunting:ref;27;27;colon;u
name:acronym;27;23;colon;u
short_name:pt;27;26;colon;u
emergency:amenity:receiving_area:outdoor;27;26;colon;u
disused:public_transport:version;27;1;colon;u
seamark:obstruction:surface;27;4;colon;u
old_name:1938-01-17--1945-08-07;27;1;rest;g
gauge:1906-08-01-1974-03-01;27;1;rest;u
nickname:nl;27;5;colon;u
nickname:ca;27;5;colon;u
nickname:cs;27;4;colon;u
nickname:eo;27;5;colon;u
nickname:fr;27;5;colon;u
nickname:la;27;5;colon;u
sec_len;27;23;plain;u
sec_idx;27;24;plain;u
destination:8;27;25;letters;u
is_in:quarter:ja;27;7;colon;u
network_type;27;7;plain;u
FONCTION;27;19;letters;u
strategic_route;27;5;plain;u
check_date:barrier;27;2;colon;u
disused:traffic_sign;27;17;colon;u
building:orientation;27;11;colon;u
service:bicycle:rental:opening_hours;27;1;colon;u
infill:colour;27;1;colon;u
footrest;27;2;plain;u
tactile_paving:across:colour;27;2;colon;u
CBS-wijkcode;27;12;rest;u
payment:square_wallet;27;1;colon;u
highway:1997-2005;27;1;rest;u
field_3;27;1;letters;u
source:industrial;27;3;colon;u
statue_type;27;3;plain;u
highway:1994-2021;27;3;rest;u
counselling_type:nutrition;27;2;colon;u
highway:1994-2005;27;1;rest;u
GCM:UTM_Meridian;27;1;letters;u
chilled;27;2;plain;u
source:name:gv;27;3;colon;u
cycleway:lane:start_date;27;5;colon;u
cyclestreet:start_date;27;6;colon;u
start_z;27;17;plain;u
alt_name:hak-HJ;27;24;rest;g
not:addr:place:en;27;16;colon;u
averaged;27;5;plain;u
shapeid;27;24;plain;u
not:addr:place:zh;27;16;colon;u
traffic:hourly:23:Mo:fall:forward;27;17;letters;u
mtb:scale:incline;27;9;colon;u
not:name:zh;27;19;colon;u
fire_service_inlet;27;4;plain;u
